@relation Pioneer

@attribute TIME_SECS numeric
@attribute BATTERY_LEVEL numeric
@attribute SONAR_0 numeric
@attribute SONAR_1 numeric
@attribute SONAR_2 numeric
@attribute SONAR_3 numeric
@attribute SONAR_4 numeric
@attribute SONAR_5 numeric
@attribute SONAR_6 numeric
@attribute HEADING numeric
@attribute R_WHEEL_VEL numeric
@attribute L_WHEEL_VEL numeric
@attribute TRANS_VEL numeric
@attribute ROT_VEL numeric
@attribute R_STALL {0.0,1.0}
@attribute L_STALL {0.0,1.0}
@attribute ROBOT_STATUS {2.0,3.0}
@attribute GRIP_STATE {0.0,1.0,2.0,5.0}
@attribute GRIP_FRONT_BEAM {0.0,1.0}
@attribute GRIP_REAR_BEAM {0.0,1.0}
@attribute GRIP_BUMPER {0.0,1.0}
@attribute VIS_A_Y numeric
@attribute VIS_A_H numeric
@attribute VIS_A_DIST numeric
@attribute VIS_A_X numeric
@attribute VIS_A_W numeric
@attribute VIS_A_AREA numeric
@attribute VIS_B_AREA numeric
@attribute VIS_B_DIST numeric
@attribute VIS_B_X numeric
@attribute VIS_B_Y numeric
@attribute VIS_B_H numeric
@attribute VIS_B_W numeric
@attribute VIS_C_DIST numeric
@attribute VIS_C_X numeric
@attribute VIS_C_Y numeric
@attribute CLASS {o-3.0s-turn100-cRIGHT,o-1.0s-turn100-aLEFT,u-4.0s-turn-100,o-3.0s-turn-100,o-3.0s-turn100-aGRIPPER,u-3.0s-turn100-c.D,u-3.6s-turn-100-a.D-c.D,o-2.8s-turn100,u-3.4s-turn-100-aLEFT.V,u-4.0s-turn100,o-2.1s-turn-100-aCENTER.V,u-1.2s-turn100,u-4.2s-turn100-a.D-c.D,u-1.2s-turn-100,o-3.2s-turn-100-c.D,u-3.5s-retr-250-cAHEAD,u-2.0s-retr-100-cAHEAD,o-3.5s-move100-aAHEAD-cLEFT,u-3.5s-move100-aRIGHT-cLEFT,o-3.5s-move250-cAHEAD,u-5.0s-move100-cAHEAD.P,u-3.0s-move250-aAHEAD,u-3.5s-move250-aAHEAD.P,o-2.5s-move250-aAHEAD-cAHEAD.P,u-3.0s-move250-aAHEAD.P-cAHEAD.P,o-3.3s-move250-cAHEAD.P,o-3.5s-move100-aAHEAD,u-3.0s-retr-250-aLEFT.D,o-3.3s-move250-aAHEAD.P,u-2.4s-move250-aRIGHT.P,u-4.0s-move250-cAHEAD.P,o-3.0s-move250-aRIGHT.V-cAHEAD,u-2.0s-move250-aLEFT.V,u-3.5s-retr-100-aLEFT-cRIGHT.D,u-3.0s-move250-cAHEAD.P,o-3.0s-retr-100,u-2.0s-retr-250,u-2.1s-move100-cLEFT.P,u-3.5s-move100-aAHEAD.P,u-3.0s-retr-100-aLEFT.D-cRIGHT.D,u-2.0s-move100,u-3.5s-retr-100-aRIGHT.D,u-3.0s-move250-aAHEAD.P,o-2.9s-move250-cAHEAD.P,u-3.0s-move250-cAHEAD,u-3.0s-move250-aLEFT-cAHEAD.P,o-2.0s-move250-aAHEAD.P,u-3.5s-move250-aLEFT.V,u-3.6s-move100-aAHEAD-cAHEAD.P,o-2.5s-move250-aAHEAD-cLEFT.V,gripper-UP[DOWN]--cAHEAD,gripper-UP[DOWN]-,gripper-DOWN[UP]--aAHEAD,gripper-UP[DOWN]--aAHEAD,gripper-DOWN[UP]--cAHEAD,gripper-UP[DOWN]--aAHEAD-cAHEAD,gripper-DOWN[UP]-}

@data
1625.3,11.8,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,10.0,6.0,1165.7,-73.0,64.0,o-3.0s-turn100-cRIGHT
1625.4,11.6,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1365.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,12.0,7.0,1179.7,-74.0,63.0,o-3.0s-turn100-cRIGHT
1865.9,11.4,299.9,3803.0,529.0,3058.0,5201.0,5201.0,2099.0,2522.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,60.0,111.0,268.9,69.0,112.0,0.0,0.0,10000.0,140.0,0.0,5.0,0.0,3621.9,59.0,33.0,o-1.0s-turn100-aLEFT
1866.0,11.8,299.9,3809.0,529.0,3058.0,5201.0,5201.0,2099.0,2522.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,59.0,111.0,271.5,69.0,111.0,0.0,0.0,10000.0,140.0,0.0,6.0,0.0,3804.8,55.0,32.0,o-1.0s-turn100-aLEFT
1866.1,11.8,299.9,3809.0,529.0,3058.0,5201.0,5201.0,2100.0,2530.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,59.0,111.0,271.5,69.0,111.0,0.0,0.0,10000.0,140.0,0.0,6.0,0.0,3804.8,55.0,32.0,o-1.0s-turn100-aLEFT
1866.2,11.8,299.9,3809.0,529.0,3058.0,5201.0,5201.0,2100.0,2530.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,59.0,110.0,270.2,69.0,112.0,0.0,0.0,10000.0,140.0,0.0,5.0,0.0,4218.9,42.0,30.0,o-1.0s-turn100-aLEFT
1866.3,11.8,299.9,3806.0,529.0,3058.0,5201.0,5201.0,2100.0,2515.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,60.0,111.0,268.9,69.0,112.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,o-1.0s-turn100-aLEFT
1866.4,11.8,299.9,3806.0,529.0,3058.0,5201.0,5201.0,2100.0,2515.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,60.0,110.0,270.2,68.0,112.0,0.0,0.0,10000.0,140.0,0.0,5.0,1.0,4849.4,-97.0,27.0,o-1.0s-turn100-aLEFT
1866.5,11.8,299.9,3806.0,529.0,3051.0,5201.0,5201.0,2100.0,2515.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,60.0,110.0,270.2,68.0,112.0,0.0,0.0,10000.0,140.0,0.0,5.0,1.0,4849.4,-97.0,27.0,o-1.0s-turn100-aLEFT
1866.6,11.8,299.9,3809.0,529.0,3051.0,5201.0,5201.0,2100.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,60.0,110.0,270.2,68.0,112.0,0.0,0.0,10000.0,140.0,0.0,14.0,2.0,3621.9,59.0,32.0,o-1.0s-turn100-aLEFT
1866.7,11.8,299.9,3809.0,529.0,3051.0,5201.0,5201.0,2100.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,59.0,110.0,270.2,69.0,112.0,0.0,0.0,10000.0,140.0,0.0,6.0,0.0,4003.1,54.0,31.0,o-1.0s-turn100-aLEFT
1866.8,11.8,299.9,3809.0,529.0,3055.0,5201.0,5201.0,2100.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,61.0,109.0,271.5,69.0,112.0,0.0,0.0,10000.0,140.0,0.0,6.0,0.0,3621.9,75.0,33.0,o-1.0s-turn100-aLEFT
1866.9,11.8,299.9,3810.0,529.0,3055.0,5201.0,5201.0,2100.0,2534.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,60.0,111.0,268.9,68.0,112.0,0.0,0.0,10000.0,140.0,0.0,15.0,1.0,3901.9,52.0,31.0,o-1.0s-turn100-aLEFT
1867.0,11.4,301.6,3810.0,529.0,3055.0,2985.0,5201.0,2100.0,2534.0,-43.1,38.0,-2.5,7.7,0.0,0.0,3.0,1.0,0.0,0.0,0.0,60.0,111.0,274.1,65.0,110.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,o-1.0s-turn100-aLEFT
1867.1,11.4,303.4,3021.0,531.0,3017.0,2985.0,5201.0,2100.0,2534.0,-43.1,30.4,-6.3,7.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,60.0,111.0,274.1,65.0,110.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,o-1.0s-turn100-aLEFT
1867.2,11.4,304.1,3021.0,531.0,3017.0,2985.0,5201.0,2097.0,2531.0,-17.7,2.5,-7.6,1.9,0.0,0.0,3.0,1.0,0.0,0.0,0.0,60.0,109.0,279.5,60.0,109.0,0.0,0.0,10000.0,140.0,0.0,8.0,0.0,4218.9,31.0,30.0,o-1.0s-turn100-aLEFT
1867.3,11.4,304.5,3021.0,531.0,548.0,5201.0,5201.0,2097.0,2531.0,-12.7,7.6,-2.5,1.9,0.0,0.0,3.0,1.0,0.0,0.0,0.0,60.0,109.0,279.5,59.0,109.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,o-1.0s-turn100-aLEFT
