DrivHist,DrivingSkill,Age,RuggedAuto,Mileage,VehicleYear,ILiCost,ThisCarDam,AntiTheft,DrivQuality,RiskAversion,GoodStudent,OtherCar,MakeModel,Accident,SocioEcon,HomeBase,PropCost,CarValue,Antilock,ThisCarCost,OtherCarCost,Theft,Airbag,MedCost,SeniorTrain,Cushioning
One,Normal,Adult,EggShell,Domino,Current,Thousand,,False,Normal,Adventurous,False,False,SportsCar,,Middle,City,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Senior,Tank,TwentyThou,Current,Thousand,Moderate,True,Poor,Normal,False,False,Luxury,Moderate,UpperMiddle,Rural,HundredThou,FiftyThou,True,HundredThou,Thousand,False,True,Thousand,False,Excellent
Zero,Expert,Adult,Football,TwentyThou,Current,Thousand,,False,Excellent,Adventurous,False,True,FamilySedan,,UpperMiddle,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,Normal,Adult,EggShell,Domino,Current,Thousand,,True,Excellent,Cautious,False,True,SportsCar,,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Adolescent,Tank,FiftyThou,Current,Thousand,,True,Normal,Normal,True,True,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,EggShell,FiveThou,Current,Thousand,,False,Poor,Adventurous,False,True,Economy,,Prole,Rural,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Many,SubStandard,Adolescent,Football,TwentyThou,Current,Thousand,,False,Poor,Adventurous,False,False,FamilySedan,,Prole,City,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,True,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,SportsCar,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Senior,EggShell,TwentyThou,Older,Thousand,,True,Excellent,Cautious,False,False,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,True,Poor
Zero,Normal,Adult,Football,FiveThou,Older,Thousand,,True,Normal,Cautious,False,True,Luxury,,UpperMiddle,Secure,Thousand,TenThou,True,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,Football,Domino,Older,Thousand,Severe,False,Poor,Normal,False,True,FamilySedan,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,FiveThou,Older,Thousand,,False,Poor,Normal,False,True,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Tank,TwentyThou,Older,Thousand,,False,Poor,Adventurous,False,True,FamilySedan,,Middle,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Senior,EggShell,FiftyThou,Older,Thousand,Severe,False,Poor,Normal,False,True,FamilySedan,Moderate,Middle,Secure,HundredThou,FiveThou,False,TenThou,TenThou,False,False,Million,False,Poor
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Football,FiveThou,Current,Thousand,Moderate,True,Poor,Cautious,False,True,Luxury,Moderate,UpperMiddle,Secure,HundredThou,FiftyThou,True,HundredThou,Thousand,False,True,HundredThou,False,Good
Many,SubStandard,Adult,Football,FiftyThou,Older,HundredThou,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,City,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Fair
Many,Normal,Adult,Football,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,False,Economy,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,,True,Normal,Cautious,False,True,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Secure,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adolescent,Football,FiftyThou,Current,Thousand,Mild,True,Poor,Cautious,False,True,FamilySedan,Mild,Middle,Secure,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,Football,FiftyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,FamilySedan,Severe,Middle,Secure,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Current,Thousand,,False,Normal,Adventurous,False,True,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,Domino,Current,Thousand,,False,Normal,Normal,False,False,Economy,,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
One,SubStandard,Adolescent,EggShell,TwentyThou,Current,Thousand,Severe,True,Poor,Cautious,False,True,SportsCar,Moderate,UpperMiddle,Secure,HundredThou,TwentyThou,True,HundredThou,Thousand,False,True,Thousand,False,Poor
Zero,Expert,Adult,Football,TwentyThou,Older,Thousand,,True,Excellent,Cautious,False,False,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,EggShell,TwentyThou,Current,Thousand,,True,Poor,Normal,False,False,Economy,,Middle,Rural,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Expert,Adult,Football,FiftyThou,Older,Thousand,,False,Excellent,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,True,Normal,Normal,False,True,Economy,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,Domino,Older,Thousand,Severe,True,Poor,Cautious,False,True,SportsCar,Severe,Middle,Secure,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Football,Domino,Older,Thousand,Moderate,False,Poor,Normal,False,True,FamilySedan,Moderate,Middle,Secure,HundredThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Normal,Adventurous,False,False,Economy,,Middle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Senior,Tank,Domino,Older,Thousand,,True,Normal,Cautious,False,False,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Senior,Football,FiftyThou,Current,Thousand,Mild,True,Poor,Cautious,False,False,FamilySedan,Mild,Prole,City,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Excellent
Many,SubStandard,Adolescent,EggShell,FiftyThou,Current,Thousand,,False,Poor,Adventurous,True,True,SportsCar,,UpperMiddle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Many,Normal,Adolescent,Football,FiveThou,Older,Thousand,,False,Normal,Adventurous,False,True,FamilySedan,,Middle,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Current,Thousand,,True,Normal,Normal,False,True,FamilySedan,,UpperMiddle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Senior,EggShell,TwentyThou,Older,Thousand,,False,Poor,Normal,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,FiftyThou,Current,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Expert,Adult,Football,FiftyThou,Current,Thousand,,False,Excellent,Adventurous,False,True,Luxury,,UpperMiddle,City,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Tank,FiftyThou,Older,Million,Mild,False,Poor,Normal,False,False,FamilySedan,Severe,Prole,City,HundredThou,FiveThou,False,Thousand,HundredThou,False,False,Thousand,False,Good
Zero,Normal,Adult,EggShell,Domino,Older,Thousand,Moderate,False,Normal,Adventurous,False,True,Economy,Moderate,Prole,City,HundredThou,FiveThou,False,Thousand,HundredThou,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,Tank,FiftyThou,Current,Thousand,Mild,False,Poor,Adventurous,False,True,Luxury,Mild,UpperMiddle,Suburb,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Senior,EggShell,TwentyThou,Older,Thousand,,False,Excellent,Normal,False,False,Economy,,Middle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Normal,Adult,EggShell,FiftyThou,Current,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,Normal,Senior,EggShell,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,EggShell,Domino,Older,Thousand,Severe,False,Poor,Adventurous,False,True,Economy,Moderate,Prole,Rural,TenThou,FiveThou,False,TenThou,Thousand,False,False,HundredThou,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,,True,Excellent,Cautious,False,True,Economy,,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,False,Poor,Adventurous,False,True,FamilySedan,,Middle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
One,SubStandard,Adult,Football,FiftyThou,Older,TenThou,Severe,True,Poor,Cautious,False,False,FamilySedan,Severe,Middle,Secure,HundredThou,TwentyThou,False,HundredThou,TenThou,False,False,HundredThou,False,Fair
Many,SubStandard,Adolescent,Football,FiftyThou,Current,Thousand,Severe,False,Poor,Adventurous,True,True,Economy,Severe,UpperMiddle,Secure,HundredThou,TenThou,False,TenThou,HundredThou,False,True,Thousand,False,Good
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Severe,True,Poor,Cautious,False,True,Economy,Moderate,Middle,Secure,TenThou,FiveThou,False,TenThou,TenThou,False,False,HundredThou,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,Moderate,False,Normal,Adventurous,False,False,Economy,Moderate,Prole,Rural,Million,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Fair
Zero,Expert,Adult,Football,FiftyThou,Current,Thousand,,False,Excellent,Normal,False,False,FamilySedan,,Prole,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adolescent,Football,FiftyThou,Current,Thousand,,False,Excellent,Adventurous,False,True,FamilySedan,,UpperMiddle,City,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adolescent,Football,TwentyThou,Current,Thousand,Mild,True,Poor,Normal,True,False,FamilySedan,Mild,UpperMiddle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adolescent,Football,FiftyThou,Older,Thousand,Moderate,False,Poor,Psychopath,False,True,FamilySedan,Moderate,Middle,City,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,TenThou,False,Poor
Zero,Expert,Adult,Football,FiftyThou,Current,Thousand,,False,Excellent,Normal,False,True,Economy,,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Expert,Adult,EggShell,Domino,Current,Thousand,,True,Excellent,Cautious,False,True,SportsCar,,Wealthy,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Many,SubStandard,Adult,Football,FiveThou,Current,Thousand,,True,Poor,Cautious,False,True,Luxury,,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,Domino,Current,Thousand,,False,Normal,Normal,False,True,Economy,,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,Tank,FiveThou,Older,Thousand,Mild,False,Poor,Adventurous,True,False,Luxury,Mild,UpperMiddle,Secure,Thousand,FiftyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,Football,FiftyThou,Current,Million,Severe,False,Poor,Adventurous,True,True,Luxury,Severe,UpperMiddle,City,HundredThou,FiftyThou,True,HundredThou,TenThou,False,True,Thousand,False,Good
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Million,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,Million,False,Poor
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,Rural,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Poor
Many,Normal,Adult,EggShell,TwentyThou,Current,Thousand,,True,Normal,Normal,False,True,SportsCar,,Wealthy,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,Middle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,,False,Normal,Normal,False,False,FamilySedan,,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,SportsCar,,Prole,City,TenThou,TenThou,True,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,,True,Poor,Cautious,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,Football,FiveThou,Current,Thousand,,False,Poor,Adventurous,True,True,FamilySedan,,UpperMiddle,City,Thousand,TenThou,True,Thousand,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Adolescent,Tank,FiveThou,Current,Thousand,,True,Poor,Normal,True,True,Luxury,Mild,UpperMiddle,Rural,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
One,SubStandard,Senior,Football,TwentyThou,Current,Thousand,Severe,False,Poor,Normal,False,True,FamilySedan,Severe,UpperMiddle,Secure,HundredThou,TwentyThou,False,HundredThou,HundredThou,False,True,Thousand,False,Good
Zero,Normal,Adult,Tank,Domino,Current,Thousand,,True,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Football,Domino,Current,Thousand,Moderate,False,Poor,Normal,False,True,FamilySedan,Moderate,Middle,Suburb,HundredThou,TwentyThou,False,HundredThou,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Football,FiveThou,Older,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Many,SubStandard,Senior,Football,TwentyThou,Current,Thousand,Moderate,True,Poor,Cautious,False,True,FamilySedan,Moderate,UpperMiddle,Secure,HundredThou,TwentyThou,False,HundredThou,HundredThou,False,True,Thousand,True,Good
Zero,Normal,Adolescent,Football,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,,True,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,Moderate,False,Normal,Normal,False,True,Economy,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,Football,FiftyThou,Current,Thousand,,True,Excellent,Cautious,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Expert,Senior,EggShell,FiftyThou,Older,Thousand,,False,Excellent,Normal,False,False,SportsCar,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,,False,Normal,Adventurous,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Adult,Football,Domino,Older,Thousand,,True,Excellent,Normal,False,False,FamilySedan,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Middle,Rural,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Expert,Adolescent,EggShell,FiftyThou,Current,Thousand,,True,Excellent,Normal,True,True,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Current,Thousand,,True,Normal,Normal,False,True,SportsCar,,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,Normal,Adult,Football,FiftyThou,Older,Thousand,,True,Normal,Normal,False,True,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,Football,FiftyThou,Older,Thousand,,True,Poor,Normal,False,False,Luxury,,UpperMiddle,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Adolescent,EggShell,TwentyThou,Current,Thousand,,False,Excellent,Normal,False,False,SportsCar,,Prole,Rural,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Senior,EggShell,FiftyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,City,Million,FiveThou,False,TenThou,HundredThou,False,False,HundredThou,True,Poor
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,,False,Poor,Psychopath,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,Severe,True,Poor,Cautious,False,True,FamilySedan,Severe,UpperMiddle,Secure,HundredThou,TenThou,False,TenThou,TenThou,False,False,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Current,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Expert,Adult,Football,TwentyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,SportsCar,,UpperMiddle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,Mild,False,Poor,Normal,False,False,SportsCar,Mild,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,Moderate,True,Normal,Cautious,False,True,Economy,Moderate,Middle,Secure,HundredThou,TenThou,False,TenThou,TenThou,False,False,HundredThou,True,Fair
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,,False,Excellent,Adventurous,False,True,SportsCar,,Middle,Rural,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
One,SubStandard,Adolescent,EggShell,TwentyThou,Current,Thousand,Mild,False,Poor,Normal,False,False,Economy,Mild,Middle,Suburb,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,SportsCar,,Prole,City,Thousand,TwentyThou,True,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Senior,Football,TwentyThou,Current,Thousand,,True,Excellent,Cautious,False,True,Economy,,Prole,Rural,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Adult,EggShell,FiveThou,Current,Thousand,,False,Poor,Adventurous,False,True,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Adult,Football,TwentyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,FamilySedan,Severe,Prole,City,TenThou,TenThou,False,TenThou,Thousand,False,False,Thousand,False,Good
One,Normal,Adult,Tank,TwentyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,FamilySedan,,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,,True,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Adventurous,False,False,Economy,,Prole,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Severe,True,Poor,Cautious,False,False,FamilySedan,Severe,Prole,Rural,TenThou,TenThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
Zero,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,,True,Poor,Cautious,False,True,FamilySedan,,UpperMiddle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
One,Normal,Adult,Football,TwentyThou,Current,Thousand,,True,Normal,Normal,False,False,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adolescent,Football,FiftyThou,Older,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
